name,email,phone,website,address,city,state,niche,rating,reviewCount,lastReviewDate,reviewsLink,competitorName,competitorReviewCount,lane,sourceQuery
BEST CONNECTICUT ROOFING LLC,bestconnecticutroofing@hotmail.com,+1 203-442-4165,http://www.bestconnecticutroofing.com/,"35 Meridian St, Meriden, CT 06451",Meriden,Connecticut,Roofing contractor,5,253,,https://search.google.com/local/reviews?placeid=ChIJu8DzGovJ54kR10xC8nkbiO8&q=*&authuser=0&hl=en&gl=US,,,relay,"roofing contractor, Connecticut, USA"
Hemlock Roofing CT,hemlockroofing@gmail.com,+1 774-418-3724,https://hemlockroofingco.com/roofing-company-hartford-ct/,"105 Evergreen Ave, Hartford, CT 06105",Hartford,Connecticut,Roofing contractor,5,103,,https://search.google.com/local/reviews?placeid=ChIJ-9T4zbZT5okR2MK8W3TGGlE&q=*&authuser=0&hl=en&gl=US,,,relay,"roofing contractor, Connecticut, USA"
Hemlock Roofing CT,hemlockcontractingco@gmail.com,+1 774-418-3724,https://hemlockroofingco.com/roofing-company-hartford-ct/,"105 Evergreen Ave, Hartford, CT 06105",Hartford,Connecticut,Roofing contractor,5,103,,https://search.google.com/local/reviews?placeid=ChIJ-9T4zbZT5okR2MK8W3TGGlE&q=*&authuser=0&hl=en&gl=US,,,relay,"roofing contractor, Connecticut, USA"
Zaman Roofing - CT Roofing Contractors & Roof Repair,zamancarpentry@gmail.com,+1 860-977-8042,https://zamanroofing.com/,"567 Wethersfield Rd, Berlin, CT 06037",Berlin,Connecticut,Roofing contractor,5,70,,https://search.google.com/local/reviews?placeid=ChIJMd2eQLy054kR3VGTndmH8d8&q=*&authuser=0&hl=en&gl=US,,,relay,"roofing contractor, Connecticut, USA"
Zaman Roofing - CT Roofing Contractors & Roof Repair,office@zamanroofing.com,+1 860-977-8042,https://zamanroofing.com/,"567 Wethersfield Rd, Berlin, CT 06037",Berlin,Connecticut,Roofing contractor,5,70,,https://search.google.com/local/reviews?placeid=ChIJMd2eQLy054kR3VGTndmH8d8&q=*&authuser=0&hl=en&gl=US,,,relay,"roofing contractor, Connecticut, USA"
Elite Roofing CT LLC,wadmanzr2@yahoo.com,+1 860-309-0493,http://eliteroofingct.com/%3Futm_source%3DGoogle%2520My%2520Business%26utm_medium%3Dorganic%26utm_campaign%3Dnew-hartford,"6 Hidden Hill Rd, New Hartford, CT 06057",New Hartford,Connecticut,Roofing contractor,5,69,,https://search.google.com/local/reviews?placeid=ChIJr4N9iqB254kR65exEyQKenA&q=*&authuser=0&hl=en&gl=US,,,relay,"roofing contractor, Connecticut, USA"
Elite Roofing CT LLC,eliteroofingct@gmail.com,+1 860-309-0493,http://eliteroofingct.com/%3Futm_source%3DGoogle%2520My%2520Business%26utm_medium%3Dorganic%26utm_campaign%3Dnew-hartford,"6 Hidden Hill Rd, New Hartford, CT 06057",New Hartford,Connecticut,Roofing contractor,5,69,,https://search.google.com/local/reviews?placeid=ChIJr4N9iqB254kR65exEyQKenA&q=*&authuser=0&hl=en&gl=US,,,relay,"roofing contractor, Connecticut, USA"
"BP Builders | Roofer, Roof Replacement, Roofing Company & General Contractor",stratedia@gmail.com,+1 860-245-1708,https://bpbuilderct.com/,"29 Soljer Dr, Waterford, CT 06385",Waterford,Connecticut,Roofing contractor,4.9,220,,https://search.google.com/local/reviews?placeid=ChIJlxJduswP5okRZRyZhqYmPTA&q=*&authuser=0&hl=en&gl=US,,,relay,"roofing contractor, Connecticut, USA"
"BP Builders | Roofer, Roof Replacement, Roofing Company & General Contractor",brettpawlak77@live.com,+1 860-245-1708,https://bpbuilderct.com/,"29 Soljer Dr, Waterford, CT 06385",Waterford,Connecticut,Roofing contractor,4.9,220,,https://search.google.com/local/reviews?placeid=ChIJlxJduswP5okRZRyZhqYmPTA&q=*&authuser=0&hl=en&gl=US,,,relay,"roofing contractor, Connecticut, USA"
JP Carroll Roofing,mike@associateroofing.com,+1 860-281-2061,https://jpcarrollroofing.com/,"135 W Dudley Town Rd, Bloomfield, CT 06002",Bloomfield,Connecticut,Roofing contractor,4.8,1323,,https://search.google.com/local/reviews?placeid=ChIJORV542qt54kR9mDktIDlFE4&q=*&authuser=0&hl=en&gl=US,,,relay,"roofing contractor, Connecticut, USA"
First Choice Roofing,vstevens80@gmail.com,+1 860-218-8770,https://firstchoiceroofingcontractors.com/%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dgbp%26utm_content%3Dwebsite,"360B Queen St #365, Southington, CT 06489",Southington,Connecticut,Roofing contractor,5,45,,https://search.google.com/local/reviews?placeid=ChIJs0WgIWex54kRq30CD7Q31dY&q=*&authuser=0&hl=en&gl=US,,,relay,"roofing contractor, Connecticut, USA"
First Choice Roofing,firstchoiceroofing10@yahoo.com,+1 860-218-8770,https://firstchoiceroofingcontractors.com/%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dgbp%26utm_content%3Dwebsite,"360B Queen St #365, Southington, CT 06489",Southington,Connecticut,Roofing contractor,5,45,,https://search.google.com/local/reviews?placeid=ChIJs0WgIWex54kRq30CD7Q31dY&q=*&authuser=0&hl=en&gl=US,,,relay,"roofing contractor, Connecticut, USA"
